id_ocorrencia_a;matricula;operador_categoria;tipo_veiculo;fabricante;modelo;motor_tipo;motor_quantidade;assentos;ano_fabricacao;pais_fabricante;registro_segmento;voo_origem;voo_destino;fase_operacao
40331;PRPMV;TAXI AEREO;AVIAO;DASSAULT AVIATION;FALCON 900EX (EASY);JATO;TRIMOTOR;17;2008;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
40332;PRCHG;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76C;TURBOEIXO;BIMOTOR;14;2007;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
40349;PRMAB;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;184;2001;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
40350;PTFBU;***;AVIAO;BRITTEN-NORMAN;BN-2A-9;PISTAO;BIMOTOR;10;1971;BRASIL;ADMINISTRACAO INDIRETA;ATLAS BRASIL CANTANHEDE;FORA DE AERODROMO;SUBIDA
40351;PRMBW;REGULAR;AVIAO;AIRBUS INDUSTRIE;A319-132;JATO;BIMOTOR;154;2008;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA
40352;PPPTV;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-500;TURBOELICE;BIMOTOR;52;1996;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESPERA
40412;PTZAL;EXPERIMENTAL;AVIAO;***;FALCAO AG-21;PISTAO;MONOMOTOR;2;2009;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
40413;PRLCC;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76C;TURBOEIXO;BIMOTOR;14;2004;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
40414;PRMAY;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;166;2006;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA
40447;PRKIM;***;HELICOPTERO;ROBINSON HELICOPTER;R44 II;PISTAO;MONOMOTOR;4;2005;BRASIL;PARTICULAR;MARECHIARO;JACAREPAGUA;CRUZEIRO
40489;PRAYE;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;JATO;BIMOTOR;125;2009;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
40508;PTLLH;PARTICULAR;AVIAO;BEECH AIRCRAFT;B60;PISTAO;BIMOTOR;6;1981;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
40554;PREBM;***;AVIAO;AIR TRACTOR;AT-802;TURBOELICE;MONOMOTOR;2;2003;BRASIL;ADMINISTRACAO DIRETA;RESENDE;FORA DE AERODROMO;MANOBRA
40572;PTWQP;***;AVIAO;CESSNA AIRCRAFT;152;PISTAO;MONOMOTOR;2;1982;BRASIL;INSTRUCAO;SALGADO FILHO;SALGADO FILHO;DECOLAGEM
40573;PTCHQ;***;AVIAO;CESSNA AIRCRAFT;172F;PISTAO;MONOMOTOR;4;1965;BRASIL;PARTICULAR;CIRILO QUEIROZ;BAHIA - JORGE AMADO;CRUZEIRO
40575;PTVKR;TAXI AEREO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PISTAO;MONOMOTOR;7;1990;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
40576;PRSEH;TAXI AEREO;HELICOPTERO;EUROCOPTER FRANCE;AS 365 N3;TURBOEIXO;BIMOTOR;13;2005;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
40577;PTYAY;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76A;TURBOEIXO;BIMOTOR;14;1984;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
40579;PTVMA;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;7;1990;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;RETA FINAL
40581;PTIMX;PARTICULAR;AVIAO;CESSNA AIRCRAFT;182P;PISTAO;MONOMOTOR;4;1973;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
40583;PPEPS;ADMINISTRACAO DIRETA;AVIAO;BEECH AIRCRAFT;C90A;TURBOELICE;BIMOTOR;8;1996;BRASIL;ADMINISTRACAO DIRETA;DEPUTADO LUIS EDUARDO MAGALHAES;PORTO SEGURO;DECOLAGEM
40617;PRMYA;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-214;JATO;BIMOTOR;184;2008;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
40620;PROAJ;***;AVIAO;FOKKER;F28MK0100;JATO;BIMOTOR;107;1992;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
40621;PTNZO;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;PISTAO;MONOMOTOR;4;1980;BRASIL;PARTICULAR;MORADA NOVA DE MINAS;EMBAIXADOR WALTHER MOREIRA SALLES;POUSO
40622;PTFED;TAXI AEREO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PISTAO;MONOMOTOR;7;1986;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
40623;PRTTJ;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212;TURBOELICE;BIMOTOR;71;1995;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE
40624;PRMTL;REGULAR;AVIAO;BOEING COMPANY;727-2J7;JATO;TRIMOTOR;173;1900;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
40652;PPGJZ;***;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1992;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
40732;PTBXF;***;AVIAO;CESSNA AIRCRAFT;150E;PISTAO;MONOMOTOR;2;1965;BRASIL;INSTRUCAO;DEPUTADO LUIS EDUARDO MAGALHAES;DEPUTADO LUIS EDUARDO MAGALHAES;MANOBRA
40774;PTMZN;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-231;JATO;BIMOTOR;183;1993;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
40791;PPPTV;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-500;TURBOELICE;BIMOTOR;52;1996;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
40793;PRMCS;***;AVIAO;AEROMOT;AMT-600;PISTAO;MONOMOTOR;2;2008;BRASIL;INSTRUCAO;PORTO NACIONAL;FORA DE AERODROMO;CORRIDA APOS POUSO
40819;PTVAF;TAXI AEREO;AVIAO;EMBRAER;EMB-810D;PISTAO;BIMOTOR;7;1985;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
40821;PUFDN;EXPERIMENTAL;ULTRALEVE;CHS AMAZONAS IMP E EXP LTDA;SEAMAX M22;PISTAO;MONOMOTOR;2;2008;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
40823;PTRFY;***;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;7;1981;BRASIL;PARTICULAR;SILVIO NAME JUNIOR;SAO SEBASTIAO;POUSO
40825;PRMLR;TAXI AEREO;AVIAO;LEARJET;60;JATO;BIMOTOR;10;2008;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO
40826;PTMFM;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-300;TURBOELICE;BIMOTOR;50;1994;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA
40827;PTMFM;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-300;TURBOELICE;BIMOTOR;50;1994;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
40834;PRRRN;TAXI AEREO;AVIAO;HAWKER BEECHCRAFT;390;JATO;BIMOTOR;8;2008;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
40835;N3045P;***;HELICOPTERO;ROBINSON HELICOPTER;R44 II;TURBOEIXO;MONOMOTOR;0;2007;ESTADOS UNIDOS;***;ROMEU ZEMA;MARIO DE ALMEIDA FRANCO;CRUZEIRO
40837;PRRLJ;NAO REGULAR;AVIAO;BOEING COMPANY;727-214F;JATO;TRIMOTOR;7;1978;BRASIL;NAO REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
40839;PRIMD;***;AVIAO;CESSNA AIRCRAFT;210;PISTAO;MONOMOTOR;1;1900;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
40842;PRFMB;PARTICULAR;HELICOPTERO;AGUSTA;A109E;TURBOEIXO;BIMOTOR;8;2006;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
40843;PURIZ;EXPERIMENTAL;ULTRALEVE;***;CONQUEST 180;PISTAO;MONOMOTOR;2;2009;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
40853;PTMFM;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-300;TURBOELICE;BIMOTOR;50;1994;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
40855;PTEUJ;***;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;7;1979;BRASIL;TAXI AEREO;FLORES;MAUES;SUBIDA
40933;PTJQE;***;AVIAO;PIPER AIRCRAFT;PA-28R-200;PISTAO;MONOMOTOR;4;1974;BRASIL;PARTICULAR;CACERES;CACERES;APROXIMACAO FINAL
41053;PTGKQ;***;AVIAO;EMBRAER;EMB-110P;TURBOELICE;BIMOTOR;20;1976;BRASIL;TAXI AEREO;SOROCABA;ADALBERTO MENDES DA SILVA;POUSO
41054;PTKIJ;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;210L;PISTAO;MONOMOTOR;6;1974;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE
41132;PPVQU;REGULAR;AVIAO;BOEING COMPANY;727-2J7;JATO;TRIMOTOR;7;1974;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
41155;N313PC;***;AVIAO;PIPER AIRCRAFT;PA-42;PISTAO;BIMOTOR;1;1900;ESTADOS UNIDOS;PARTICULAR;MUNICIPAL JOAO WINCKLER;AEROPORTO ESTADUAL DE JUNDIAI;CORRIDA APOS POUSO
41172;PRFAK;ESPECIALIZADA;AVIAO;CESSNA AIRCRAFT;208B;TURBOELICE;MONOMOTOR;4;2004;BRASIL;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
41174;PPPJB;REGULAR;AVIAO;EMBRAER;ERJ 170-200 LR;JATO;BIMOTOR;93;2009;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41177;PPGOB;***;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1993;BRASIL;INSTRUCAO;SANTA GENOVEVA/GOIANIA;SANTA GENOVEVA/GOIANIA;DECOLAGEM
41178;PPGFC;INSTRUCAO;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;3;1992;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
41179;PROAD;***;AVIAO;FOKKER;F28MK0100;JATO;BIMOTOR;107;1991;BRASIL;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;TANCREDO NEVES;CORRIDA APOS POUSO
41181;PRVLA;REGULAR;AVIAO;LET AIRCRAFT INDUSTRIES;L410UVP-E20;TURBOELICE;BIMOTOR;21;1988;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
41224;PRRST;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;150L;PISTAO;MONOMOTOR;2;1972;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41235;PROAF;REGULAR;AVIAO;FOKKER;F28MK0100;JATO;BIMOTOR;107;1992;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
41236;PTGYX;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PISTAO;MONOMOTOR;1;1982;BRASIL;AGRICOLA;USINA CORURIPE;FORA DE AERODROMO;OUTRA FASE
41252;PTRZQ;PARTICULAR;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-712;PISTAO;MONOMOTOR;4;1900;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41272;PPGEO;INSTRUCAO;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1991;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41274;ZPBCA;***;AVIAO;CESSNA AIRCRAFT;T206H;PISTAO;MONOMOTOR;1;1900;PARAGUAI;***;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
41374;PTGUF;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PISTAO;MONOMOTOR;1;1980;BRASIL;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE
41375;PRMAD;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;184;2002;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41376;PTMXD;REGULAR;AVIAO;AIRBUS INDUSTRIE;A321-231;JATO;BIMOTOR;232;2009;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE
41377;PPMNP;***;HELICOPTERO;ROBINSON HELICOPTER;R44;PISTAO;MONOMOTOR;4;1999;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41378;PTHKV;TAXI AEREO;HELICOPTERO;BELL HELICOPTER;212;TURBOEIXO;BIMOTOR;15;1980;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
41392;PPGMA;INSTRUCAO;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1992;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
41393;PTBTW;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;150J;PISTAO;MONOMOTOR;2;1969;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
41394;PRMAP;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;166;2002;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41409;PTUGD;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PISTAO;MONOMOTOR;1;1989;BRASIL;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA
41411;PPGOZ;***;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;3;1993;BRASIL;INSTRUCAO;CAMPO DE MARTE;FORA DE AERODROMO;DECOLAGEM
41480;PRAYB;***;AVIAO;EMBRAER;ERJ 190-200 IGW;JATO;BIMOTOR;125;2008;BRASIL;REGULAR;SILVIO NAME JUNIOR;AFONSO PENA;POUSO
41481;PRMBO;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;184;2007;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
41482;PUCEP;EXPERIMENTAL;ULTRALEVE;***;EXCEL CARGO;PISTAO;MONOMOTOR;2;2009;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA
41484;PTWKJ;PARTICULAR;AVIAO;BEECH AIRCRAFT;95-B55;PISTAO;BIMOTOR;6;1977;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
41485;PTGKX;TAXI AEREO;AVIAO;EMBRAER;EMB-110P;TURBOELICE;BIMOTOR;20;1977;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41487;PTCKW;ESPECIALIZADA;AVIAO;PIPER AIRCRAFT;PA-31;PISTAO;BIMOTOR;4;1969;BRASIL;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE
41488;PUJPF;EXPERIMENTAL;ULTRALEVE;***;PARADISE;PISTAO;MONOMOTOR;2;2005;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
41551;PTEGU;TAXI AEREO;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;6;1976;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
41552;PTHZL;***;HELICOPTERO;EUROCOPTER FRANCE;AS 350 B2;TURBOEIXO;MONOMOTOR;6;1997;BRASIL;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;RETA FINAL
41553;PRMAR;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;166;2002;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41569;PTGRE;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;PISTAO;MONOMOTOR;1;1900;BRASIL;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41571;PTYLN;INSTRUCAO;HELICOPTERO;ROBINSON HELICOPTER;R22 BETA;PISTAO;MONOMOTOR;2;1995;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA
41573;PULAY;EXPERIMENTAL;ULTRALEVE;***;LIGHTNING;PISTAO;MONOMOTOR;2;2008;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
41574;PTEFY;TAXI AEREO;AVIAO;EMBRAER;EMB-820C NAVAJO;PISTAO;BIMOTOR;8;1976;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
41577;PRMOG;PARTICULAR;AVIAO;BEECH AIRCRAFT;200;TURBOELICE;BIMOTOR;10;1980;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
41578;PRGOS;***;AVIAO;BEECH AIRCRAFT;58;PISTAO;BIMOTOR;6;1973;BRASIL;TAXI AEREO;CANARANA;XAVANTINA;POUSO
41579;PTEQX;TAXI AEREO;AVIAO;EMBRAER;EMB-810C;PISTAO;BIMOTOR;7;1978;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO
41589;PTMFJ;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-320;TURBOELICE;BIMOTOR;50;1993;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
41591;PRMAE;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;184;2002;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
41592;PPVQU;REGULAR;AVIAO;BOEING COMPANY;727-2J7;JATO;TRIMOTOR;7;1974;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
41595;PTJIB;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;U206F;PISTAO;MONOMOTOR;6;1974;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
41609;PRGIO;REGULAR;AVIAO;BOEING COMPANY;737-85F;JATO;BIMOTOR;194;2001;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
41609;PTMZA;REGULAR;AVIAO;AIRBUS INDUSTRIE;A319-132;JATO;BIMOTOR;154;1999;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;OPERACAO DE SOLO
41610;PTYDL;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-76A;TURBOEIXO;BIMOTOR;14;1981;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
41629;PPFXG;INSTRUCAO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;PISTAO;MONOMOTOR;4;1988;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
41649;PPMIS;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;510;JATO;BIMOTOR;6;2007;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
41655;PTAOP;INSTRUCAO;AVIAO;PIPER AIRCRAFT;PA-28-180;PISTAO;MONOMOTOR;4;1968;BRASIL;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
41661;PRAZL;REGULAR;AVIAO;EMBRAER;ERJ 190-100 IGW;JATO;BIMOTOR;112;2008;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
41664;PTMAQ;TAXI AEREO;AVIAO;EMBRAER;EMB-121A1;TURBOELICE;BIMOTOR;7;1980;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
41665;PTMZG;REGULAR;AVIAO;AIRBUS INDUSTRIE;A320-232;JATO;BIMOTOR;184;1999;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL
41670;PRTTE;***;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-300;TURBOELICE;BIMOTOR;52;1995;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
41672;PPAAP;PARTICULAR;AVIAO;CESSNA AIRCRAFT;T206H;PISTAO;MONOMOTOR;6;2008;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
41676;PRWJF;REGULAR;AVIAO;BOEING COMPANY;737-341;JATO;BIMOTOR;156;1990;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO
41678;PRANP;PARTICULAR;AVIAO;CESSNA AIRCRAFT;560;JATO;BIMOTOR;11;2007;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
41680;PTOLQ;PARTICULAR;AVIAO;BEECH AIRCRAFT;C90;TURBOELICE;BIMOTOR;8;1980;BRASIL;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
41682;PRLRR;TAXI AEREO;AVIAO;LEARJET;31;JATO;BIMOTOR;10;1990;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
41684;PTSPM;ADMINISTRACAO INDIRETA;AVIAO;EMBRAER;EMB-145EP;JATO;BIMOTOR;55;1999;BRASIL;ADMINISTRACAO INDIRETA;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
41729;PUHRJ;EXPERIMENTAL;ULTRALEVE;FABRICACAO PROPRIA;TRIKE;PISTAO;MONOMOTOR;1;1900;BRASIL;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA
41749;PTVDA;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;6;1986;BRASIL;PARTICULAR;GUARARAPES - GILBERTO FREYRE;PRESIDENTE JOAO SUASSUNA;DECOLAGEM
41750;PTYBF;***;HELICOPTERO;ROBINSON HELICOPTER;R22;PISTAO;MONOMOTOR;2;1988;BRASIL;INSTRUCAO;JACAREPAGUA;FORA DE AERODROMO;PAIRADO
41751;PTBOM;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;56-C-1;PISTAO;MONOMOTOR;2;1961;BRASIL;INSTRUCAO;ESTADUAL ARTHUR SIQUEIRA;MONTE VERDE;DECOLAGEM
41789;PTBXQ;***;AVIAO;CESSNA AIRCRAFT;182F;PISTAO;MONOMOTOR;4;1963;BRASIL;PARTICULAR;MARECHAL CUNHA MACHADO;CORONEL ALEXANDRE RAPOSO;SUBIDA
41829;PPEPD;***;AVIAO;BEECH AIRCRAFT;300;TURBOELICE;BIMOTOR;10;1986;BRASIL;ADMINISTRACAO DIRETA;AEROPORTO ESTADUAL DE JUNDIAI;SOROCABA;DECOLAGEM
41832;PTRUZ;***;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PISTAO;BIMOTOR;7;1984;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
41834;PPGGR;***;AVIAO;AERO BOERO;AB-115;PISTAO;MONOMOTOR;2;1992;BRASIL;INSTRUCAO;COMANDANTE ANTONIO AMILTON BERALDO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO
41837;PTYZK;***;HELICOPTERO;BELL HELICOPTER;407;TURBOEIXO;MONOMOTOR;7;1999;BRASIL;ADMINISTRACAO DIRETA;GUARARAPES - GILBERTO FREYRE;FORA DE AERODROMO;DECOLAGEM
41840;PTEPY;ESPECIALIZADA;AVIAO;EMBRAER;EMB-820C NAVAJO;PISTAO;BIMOTOR;5;1978;BRASIL;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
41844;PTVMQ;TAXI AEREO;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PISTAO;MONOMOTOR;7;1991;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI
41845;PPPTI;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-42-320;TURBOELICE;BIMOTOR;50;1994;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA
41850;PRCGQ;***;AVIAO;PIPER AIRCRAFT;PA-46-350P;PISTAO;MONOMOTOR;6;2004;BRASIL;PARTICULAR;BRIGADEIRO LYSIAS RODRIGUES;FAZENDA ELDORADO;PARTIDA DO MOTOR
41852;PRGUA;REGULAR;AVIAO;BOEING COMPANY;737-8EH;JATO;BIMOTOR;193;2010;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO
41854;PTMXC;REGULAR;AVIAO;AIRBUS INDUSTRIE;A321-231;JATO;BIMOTOR;232;2007;BRASIL;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM
41898;PPRRY;***;AVIAO;CIA AERONAUTICA PAULISTA;CAP-4;PISTAO;MONOMOTOR;2;1946;BRASIL;INSTRUCAO;SANTA ROSA;SANTO ANGELO;POUSO
41899;PTVEZ;TAXI AEREO;AVIAO;EMBRAER;EMB-820C CARAJA;TURBOELICE;BIMOTOR;8;1988;BRASIL;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO
