ACTIVITY,TIME,SL,EEG,BP,HR,CIRCLUATION
4,10523.0,50974.9,-4556.32,120,209,2534
0,3667.89,1830.27,-1254.23,7,63,166
0,25488.7,674161.0,-23313.0,92,725,20240
0,6279.92,2887.0,-2615.0,3,110,166
5,9031.34,20500.1,-3419.77,81,163,1162
0,18386.1,305592.0,-11749.0,201,428,11269
5,9710.51,30534.6,-3177.42,117,171,1747
4,9046.0,13687.6,-2890.13,14,148,729
0,12232.0,83120.0,-7431.0,41,332,3638
4,7303.28,4017.06,-2334.26,70,101,249
3,4934.37,4383.61,-1344.15,21,72,340
0,19078.9,115932.0,-8056.0,63,405,4071
4,10125.3,28563.3,-2570.0,26,194,1521
3,13200.8,47551.1,169.0,45,223,2059
0,8862.58,18382.0,-4782.0,62,164,1019
4,4809.19,4417.42,-1180.0,11,79,317
2,4000.39,2215.9,-1056.31,24,54,165
0,10245.7,39694.0,-5506.0,236,191,2119
2,5608.82,4196.28,-1170.0,12,79,317
0,7066.77,12822.0,-1810.0,12,129,808
0,5092.22,4613.0,-1623.0,8,94,313
0,8292.36,19094.0,-3691.0,58,162,1206
0,8070.5,21314.0,-2858.0,22,145,1109
0,7907.16,10368.0,-2517.0,25,144,619
0,8921.63,16699.0,-3202.0,17,108,486
3,21426.5,195815.0,-6270.0,68,403,6746
4,10703.5,10140.8,-1630.0,34,154,587
2,7044.87,13932.3,-2428.82,91,120,809
2,6720.76,5328.69,-2030.0,9,79,292
4,13248.8,60886.5,-3320.0,30,247,2754
4,14484.5,143616.0,-5995.49,157,308,6057
4,8735.98,27778.9,-2826.17,94,156,1521
3,15570.6,116371.0,-4880.0,51,271,4426
5,3768.76,1172.52,-831.422,30,51,102
2,6394.53,13350.1,-1568.05,15,96,804
3,12721.0,116199.0,-4020.0,39,235,4905
0,8664.9,21422.0,-4481.0,31,165,1305
4,16682.6,143687.0,-7207.49,175,362,5847
5,8435.42,13576.6,-2614.35,22,132,806
4,24089.1,262192.0,-12000.0,87,540,8870
0,14220.2,115403.0,-7946.0,46,323,4920
0,9628.76,29902.0,-5093.0,98,178,1634
3,17981.6,172276.0,-6970.0,87,403,6746
2,19755.8,409617.0,-11600.0,63,473,14125
2,12083.6,73304.2,-4430.0,30,249,3630
4,8365.67,9604.68,-2907.17,22,138,554
0,14801.3,164892.0,-8297.0,197,330,6520
5,12579.6,71755.5,-5610.01,31,262,3211
0,4055.36,5888.0,-1044.0,20,68,481
5,14825.5,80709.0,-6969.73,79,320,3466
2,4552.02,2231.54,-827.734,24,54,165
1,5260.89,4275.34,-1450.0,17,88,292
4,22996.6,517731.0,-11446.9,123,540,18067
4,9873.69,34804.4,-4416.26,120,208,1691
2,8458.75,19830.7,-3547.9,87,163,1162
3,9390.24,26582.3,-2210.0,67,166,1414
2,4735.26,3979.56,-1240.0,15,79,317
3,14051.3,60594.5,-5130.0,23,215,2188
3,4314.17,1954.68,-1083.85,5,63,166
0,29522.8,762649.0,-19830.0,146,718,22296
0,16318.0,210590.0,-10706.0,52,365,8077
4,9801.17,27540.5,-2850.33,102,158,1403
4,6085.49,11794.9,-1939.08,11,105,765
3,10831.5,38480.2,-4170.23,119,205,1751
3,10012.0,38428.4,-4134.91,15,193,2118
0,20831.8,210073.0,-7060.0,80,327,5215
3,8733.6,12095.4,-2659.16,86,136,619
3,8763.84,16796.1,-2812.48,82,142,844
0,9147.41,39660.0,-4400.0,80,202,2124
0,8528.23,17259.0,-3365.0,64,144,844
4,9088.0,22896.3,-4780.0,40,182,1212
0,5462.0,5518.0,-2216.0,20,93,320
4,13285.8,60281.9,-2400.0,35,223,2822
2,7025.08,5246.18,-2091.07,58,107,346
3,9594.94,23053.1,-1020.0,16,166,1111
3,11324.6,50307.3,-5570.0,27,216,2677
0,16720.2,133299.0,-6722.0,70,349,5329
4,11613.8,42959.5,-1330.0,54,223,2059
3,8703.42,12586.2,-2447.09,65,136,619
0,10861.9,43273.0,-8498.0,112,231,2188
0,5743.9,3670.0,-2710.0,11,96,273
0,20346.2,451497.0,-14199.0,113,581,15338
3,5147.75,3478.04,-790.805,50,51,132
2,7787.46,4323.71,-1860.0,10,86,205
0,13716.3,52042.0,-9051.0,47,306,2255
2,24501.9,472379.0,-12600.0,44,483,15505
3,9000.64,25077.5,-3127.62,34,157,1519
2,5255.95,3495.31,-844.729,50,51,132
3,8535.96,13514.6,-2970.68,14,148,729
3,9373.94,39216.3,-2150.0,19,196,1885
4,12580.2,93941.6,-3060.0,27,220,3450
3,5313.22,4309.04,-1250.53,24,72,340
4,8787.16,20778.6,-3470.08,92,163,1162
0,7058.96,18564.0,-4310.0,23,149,1109
4,16206.7,145202.0,-7481.07,181,362,5847
4,11265.7,30905.5,-899.0,31,166,1111
0,10019.7,43592.0,-4865.0,29,200,2392
0,17940.9,135164.0,-11251.0,251,388,4827
2,8364.22,10480.5,-2891.94,98,139,587
0,6490.39,6538.0,-2743.0,38,113,425
2,5792.48,4238.4,-1581.93,126,88,318
3,5954.81,4296.1,-1377.05,120,88,318
4,13801.7,50351.6,-1300.0,67,223,2059
3,11197.9,78141.2,-8060.0,39,272,3539
4,12430.6,93230.1,-6590.0,59,254,3885
4,22605.5,410715.0,-8280.0,68,473,14125
5,14168.2,94226.5,-5830.0,67,254,3885
4,7074.99,4139.57,-2334.4,69,101,249
2,11906.8,73852.8,-4010.0,30,249,3630
5,9253.03,26983.0,-2770.0,32,166,1414
3,10748.7,83878.2,-2210.0,24,220,3450
4,6454.88,13768.5,-1534.32,20,96,804
5,7636.29,16480.6,-2629.67,81,134,970
4,11185.7,58393.6,-3440.0,43,223,2822
4,18011.8,198454.0,-8530.0,46,390,7459
5,14023.7,139739.0,-5963.84,166,308,6057
0,9832.53,26728.0,-1704.0,15,157,1116
0,7165.28,13299.0,-4447.0,59,135,770
0,7943.07,11931.0,-2090.0,31,131,805
3,8973.96,26629.6,-2490.0,39,156,1364
0,27786.2,622142.0,-12100.0,112,607,16234
4,14553.7,147106.0,-6098.09,181,308,6057
0,13115.4,132299.0,-6448.0,49,311,5320
2,11961.7,114625.0,-3640.0,54,235,4905
3,5187.38,3336.77,-777.585,47,51,132
0,9668.71,21528.0,-3698.0,94,171,1160
4,18927.5,178766.0,-4790.0,70,403,6746
3,8575.2,16781.0,-2748.3,76,142,844
0,13731.9,88591.3,-6892.04,40,291,3799
2,3342.38,1306.6,-661.663,34,40,100
3,13203.9,119128.0,-3210.0,40,235,4905
3,4823.0,2904.45,-1197.3,34,71,249
0,16318.0,191669.0,-8499.0,230,358,7337
0,23871.7,316380.0,-13518.0,141,477,9693
3,24076.6,469701.0,-12600.0,39,483,15505
0,8745.29,27356.0,-4790.0,18,173,1524
4,6835.72,4042.8,-2213.27,75,101,249
3,4370.71,1889.72,-995.508,7,63,166
2,5378.94,4290.38,-532.0,11,79,317
0,35031.2,839199.0,-16112.0,533,713,24012
2,8557.56,16694.1,-2784.69,82,142,844
0,9945.75,31692.0,-5676.0,100,189,1687
4,14132.1,49640.3,-3120.0,48,234,2464
4,9767.52,10227.6,-2290.35,91,130,490
0,13088.3,38582.0,-4539.0,22,197,1519
5,8519.19,4677.3,-2555.47,27,131,271
2,11565.4,57992.2,-4366.97,126,217,2904
5,14707.9,80511.1,-7022.12,71,320,3466
4,9052.43,11077.3,-3101.81,25,156,654
4,10406.6,33142.6,-3308.47,72,176,1922
4,12402.0,90207.5,-4160.0,22,220,3450
4,9241.18,36781.6,-4370.0,35,196,1997
3,7589.93,9536.42,-2421.27,20,123,621
0,10727.5,60535.0,-4729.0,26,241,2744
0,14492.6,74877.0,-9693.0,58,349,3135
0,24161.7,363088.0,-13063.0,369,604,11142
3,15096.0,114304.0,-4730.0,69,271,4426
3,10123.0,10390.1,-1740.0,42,154,587
0,13227.2,85425.0,-7354.0,199,275,3711
0,9918.38,41130.0,-4655.0,24,148,1412
4,9614.2,25683.3,-3162.97,40,174,1415
3,7992.31,24754.7,-785.0,27,156,1364
4,7955.62,27162.8,-2858.31,87,156,1521
4,5061.66,3752.38,-2350.0,10,79,292
0,30890.7,890793.0,-16372.0,136,728,24027
4,18867.5,197979.0,-7660.0,55,390,7459
5,9739.95,35558.1,-4451.32,120,208,1691
3,12603.2,78304.5,-3790.0,47,272,3539
4,9099.99,16482.4,-4160.46,88,172,973
5,11977.3,91286.1,-6320.0,61,254,3885
5,10066.5,37230.3,-3460.0,41,196,1997
4,5389.69,2995.97,-1188.01,44,67,224
3,3367.58,1409.09,-660.443,33,40,100
3,12232.6,60188.3,-5470.0,24,247,2754
0,12663.4,79528.0,-6471.0,127,292,3546
4,7878.57,12922.1,-2643.82,15,132,806
3,11995.7,113176.0,-2330.0,41,235,4905
4,18552.8,160616.0,-9240.0,94,388,6290
0,16321.1,100742.0,-8039.0,62,328,3980
5,9757.49,30542.0,-3205.91,119,171,1747
3,7086.23,10422.7,-3070.0,23,109,689
3,14059.8,60700.0,-5320.0,27,247,2754
4,5552.93,10965.8,-1995.51,23,102,764
0,5654.66,5248.0,-2305.0,49,78,364
3,6432.89,12309.5,-1874.63,7,105,765
4,9989.04,36671.1,-2900.0,33,196,1997
3,11022.3,37999.9,-4313.44,118,205,1751
0,10342.2,40023.0,-6092.0,34,208,2054
4,8259.26,21169.0,-2864.42,80,145,1156
0,13974.6,205332.0,-10237.0,66,347,8206
4,18630.6,175573.0,-4810.0,72,403,6746
0,3897.95,1636.0,-1156.0,9,66,148
4,9408.29,30417.9,-3263.5,120,171,1747
0,13110.6,47322.9,-7632.78,50,298,2196
5,13429.1,53782.9,-511.224,84,209,2534
4,19876.1,251162.0,-14300.0,71,540,8870
4,8874.23,13856.5,-2935.83,21,148,729
3,16976.2,145422.0,-7440.93,187,362,5847
4,11155.1,52644.9,-3840.0,53,224,2192
0,10508.8,24043.0,-5652.0,59,140,1061
4,7659.06,9547.41,-2501.97,30,123,621
2,15178.7,115650.0,-4030.0,48,271,4426
3,13777.7,51552.0,-5110.0,41,234,2464
0,5082.03,1918.0,-1128.0,19,74,133
4,9103.17,29620.7,-2060.0,31,166,1414
0,11987.8,72940.0,-3892.0,17,303,3459
0,13023.9,95238.0,-6347.0,88,275,4429
0,11542.0,54205.0,-3909.0,38,190,2180
3,15665.7,115945.0,-4780.0,49,271,4426
4,7165.0,4040.21,-2268.54,70,101,249
3,24700.4,281528.0,-12600.0,70,540,8870
0,18501.4,389928.0,-13295.0,119,509,13968
0,12289.9,41736.0,-7535.0,18,190,1526
2,5040.09,4283.09,-1350.0,11,79,317
4,9644.63,25580.3,-2198.32,19,174,1415
5,5085.97,4330.18,-1293.45,15,72,340
5,9378.69,30368.4,-3296.86,121,171,1747
2,5062.13,4277.82,-2100.0,11,79,317
0,11429.2,40005.0,-5264.0,33,228,1933
0,13745.6,49955.0,-6365.0,42,260,2196
3,14741.9,59292.0,-5030.0,40,215,2188
2,8153.95,9274.64,-2796.31,32,138,554
4,8616.56,30151.6,-2036.64,26,132,1513
3,8135.0,12035.3,-2532.61,82,128,693
0,7838.21,18540.0,-3768.0,9,152,1069
2,25062.9,473976.0,-9470.0,38,483,15505
5,5659.09,1702.87,-1385.68,21,76,147
0,18218.5,260837.0,-10300.0,61,403,10236
4,13413.5,60616.4,-454.0,32,247,2754
3,13846.5,91755.4,-5920.0,62,254,3885
5,5454.59,4333.47,-2200.0,14,79,292
0,10773.3,24336.0,-4345.0,25,235,1071
4,22537.5,515348.0,-11594.6,149,540,18067
4,8196.01,12311.5,-2942.29,72,136,619
5,9561.38,30266.0,-3238.31,122,171,1747
3,11980.6,46667.6,-6790.0,18,215,2188
0,12369.5,60324.0,-7202.0,196,291,2825
4,9859.61,33654.0,-3551.78,79,176,1922
0,19437.2,236439.0,-11919.0,82,471,7842
4,13994.7,52524.6,-6074.9,47,288,2334
4,12456.8,78539.8,-3570.0,50,272,3539
1,5502.12,4355.45,-679.0,15,88,292
0,14261.2,68363.0,-1143.0,45,284,2901
3,6513.48,10299.4,-3180.0,14,109,689
5,18414.0,204909.0,-9700.0,69,390,7459
4,7590.31,15608.1,-2725.86,75,134,970
5,12031.5,71157.7,-5612.2,47,262,3211
2,15476.9,87432.8,-3100.0,54,223,2059
3,23883.2,471876.0,-12000.0,70,483,15505
4,9949.03,32710.2,-3525.18,94,176,1922
3,5840.35,7529.36,-1900.47,59,104,457
2,7826.51,9444.61,-3055.8,98,130,490
0,13749.4,59648.0,-5627.0,32,275,2753
0,13509.6,92110.0,-5886.0,30,294,4064
0,16094.5,153002.0,-10387.0,185,400,5535
4,10844.0,27717.4,-1510.0,25,194,1521
2,4857.42,3793.96,-1010.0,13,79,317
0,9498.21,20818.0,-3721.0,161,162,1255
5,9476.59,28967.3,-2520.0,41,166,1414
0,19302.0,267837.0,-11473.0,54,410,10529
5,9124.45,28716.8,-3439.81,39,179,1626
0,14971.3,93084.0,-7089.0,71,329,3808
0,10235.6,90593.0,-4532.0,17,222,4144
5,9768.55,38130.4,-3721.39,37,180,2054
4,8039.89,12862.3,-456.047,26,132,806
0,11877.0,48500.0,-4436.0,50,261,2328
4,9540.37,26527.4,-3636.76,25,174,1415
3,9749.23,26309.8,-3351.99,23,174,1415
2,22162.3,409583.0,-8120.0,61,473,14125
4,11091.6,39298.3,-3594.69,29,193,2118
4,13635.3,97387.4,-5997.13,168,281,4061
3,13112.5,52075.4,-5020.0,22,215,2188
0,5813.51,3441.0,-1621.0,7,95,269
0,8630.13,14074.0,-3700.0,103,153,771
2,4048.37,2229.47,-1022.6,32,54,165
3,15539.2,85623.6,-2510.0,55,223,2059
5,11948.1,70285.5,-5700.43,38,262,3211
0,12823.0,68073.0,-6167.0,104,292,2679
0,13010.7,111613.0,-9781.0,175,301,5018
3,9833.73,51810.7,-3210.0,26,188,2599
3,24016.4,280750.0,-11300.0,73,540,8870
2,5793.87,7660.14,-1863.96,75,104,457
3,11253.4,87103.4,-3160.0,17,220,3450
4,18163.7,159812.0,-10400.0,90,388,6290
2,8635.09,9618.1,-2554.01,97,130,490
4,5655.36,7135.8,-1767.0,50,93,545
4,9712.19,34426.9,-3090.0,26,166,1414
1,3494.67,1437.77,-1007.61,42,52,133
0,5945.33,1776.01,-1755.02,50,84,136
5,22439.7,282722.0,-9698.75,66,468,9276
4,22555.7,516177.0,-11510.9,144,540,18067
4,8993.53,21945.4,-2854.94,81,152,1165
0,21841.7,375981.0,-12748.0,71,507,13152
4,8815.98,27315.0,-1870.0,39,156,1364
5,9236.4,30433.3,-3412.36,127,171,1747
3,4771.49,3136.24,-1195.98,42,71,249
3,11659.4,33562.7,14100.0,23,234,1581
4,23256.2,282723.0,-15700.0,58,540,8870
3,5512.77,3371.57,-1076.47,38,71,249
5,13717.9,94747.9,-5667.16,48,294,4249
3,6798.08,13429.8,-1538.95,25,96,804
4,13755.2,47336.0,-5759.16,69,273,2061
3,22719.8,414043.0,-8280.0,63,473,14125
0,17227.4,277641.0,-8804.0,49,381,10238
3,6410.0,7458.94,-1624.6,49,93,545
4,5831.68,11119.3,-1912.54,31,102,764
5,12598.4,71637.2,-5533.16,54,262,3211
0,6191.28,8489.3,-1538.27,31,87,483
2,4167.36,2192.04,-1103.87,20,54,165
5,9901.28,24315.6,-1370.0,16,166,1111
3,5954.92,7555.29,-1612.32,49,93,545
3,13384.6,48029.1,-3300.0,51,223,2059
0,8214.82,31749.0,-4094.0,29,161,1868
0,11868.5,55331.0,-5446.0,37,218,2390
3,16728.4,162162.0,-7754.51,76,352,6744
0,21154.7,175130.0,-7443.0,53,410,5323
2,10369.0,10518.5,-2030.0,35,154,587
0,15160.0,91289.0,-7830.0,47,299,3714
0,4611.53,2769.0,-1106.0,3,59,166
3,11944.8,115635.0,-4640.0,53,235,4905
4,9398.21,26234.4,-3384.74,29,174,1415
0,6751.72,10607.0,-2710.0,18,96,580
1,5382.6,4320.41,-558.0,13,88,292
0,11852.3,59052.0,-7234.0,78,324,2759
4,13304.0,98176.2,-5748.09,154,281,4061
5,9399.52,37849.5,-3790.74,39,180,2054
0,14274.2,57692.0,-7205.0,82,258,2330
4,9544.8,27754.9,-2904.36,102,158,1403
3,11115.3,83593.5,-1020.0,25,220,3450
2,5587.06,4154.12,-1526.91,126,88,318
4,8104.63,4633.68,-2692.97,32,131,271
2,5771.52,4173.87,-1472.52,125,88,318
3,12173.5,113351.0,-4130.0,44,235,4905
5,9058.63,13430.0,-2950.43,18,148,729
4,18363.4,161065.0,-10000.0,99,388,6290
0,9773.13,30178.1,-3460.06,125,171,1747
2,4156.11,2158.09,-1068.44,20,54,165
0,10059.4,25711.0,-5363.0,88,146,1209
0,16263.7,140452.0,-8482.0,54,369,5536
0,11316.7,31063.0,-4898.0,55,209,1468
4,9798.71,34343.8,-4452.98,126,208,1691
0,16321.3,118728.0,-4140.0,79,331,4721
5,6358.75,5200.46,-892.0,14,85,343
0,8129.69,12485.0,-3637.0,30,142,767
5,13662.9,98430.3,-5828.66,174,281,4061
0,9969.04,37380.0,-3115.0,32,176,1696
3,11532.2,44871.4,-2130.0,34,166,1414
0,8891.96,8580.0,-3250.0,18,123,517
3,11539.6,114305.0,-3380.0,47,235,4905
0,16117.0,141951.0,-7254.0,39,331,5532
5,8997.19,28728.2,-3418.35,35,179,1626
4,13685.8,98380.3,-5494.96,144,281,4061
2,25404.8,472342.0,-9620.0,38,483,15505
3,22471.6,412086.0,-6620.0,60,473,14125
4,10427.2,26092.9,-4344.35,39,214,1469
3,12184.6,89290.7,-6700.0,46,254,3885
3,8598.82,26340.6,-2320.0,32,156,1364
5,19267.5,196483.0,-7870.0,48,390,7459
5,10433.5,28618.6,-2610.0,27,194,1521
2,6316.62,12958.2,-1622.58,15,96,804
3,13977.0,141247.0,-4180.0,48,315,5844
3,20699.0,248377.0,-11700.0,98,537,8350
3,15142.0,60470.1,-6498.04,147,305,2610
5,13007.2,44998.2,-5714.46,55,273,2061
0,8751.63,14889.0,-4903.0,15,160,769
3,14383.9,51081.9,-2460.0,40,234,2464
5,8696.1,10058.8,-1280.0,29,149,549
3,16370.9,173366.0,-7200.0,65,403,6746
2,15425.9,83662.8,-2240.0,55,223,2059
0,14445.9,124944.0,-11838.0,237,354,4919
4,18465.7,398873.0,-8370.0,81,473,14125
3,6167.71,10370.5,-3190.0,13,109,689
0,19057.6,366884.0,-14247.0,111,472,12970
4,16634.4,145365.0,-4280.0,53,315,5844
3,15730.1,110856.0,-5130.0,34,322,4619
0,14469.9,80813.0,-5728.0,186,241,3136
3,9658.82,10190.5,-2140.0,37,154,587
3,12462.5,60594.3,-5610.0,29,247,2754
4,9665.2,20892.6,-3307.91,77,163,1162
3,23779.2,262549.0,-14700.0,82,540,8870
4,9650.88,27466.9,-1870.0,27,166,1414
3,7767.28,12235.0,-1670.8,13,105,765
3,21749.2,410106.0,-9280.0,65,473,14125
2,3973.8,1447.52,-997.689,42,52,133
4,13993.3,90825.8,-4080.0,49,254,3885
4,12632.6,46391.7,-5865.83,62,273,2061
0,4237.13,2484.0,-719.0,19,77,186
4,7761.04,12579.3,-1686.98,14,105,765
0,9782.13,41885.0,-4572.0,27,213,1992
4,8520.2,27422.6,-2928.48,85,156,1521
4,5831.75,11119.2,-1918.67,31,102,764
2,5437.92,4262.17,-1320.0,14,88,292
5,15325.9,84615.2,-7010.0,45,272,3539
3,10697.1,49584.4,-4980.0,27,216,2677
2,13351.4,40263.2,-1730.0,41,234,1581
0,7093.75,12571.0,-3620.0,286,131,764
3,10591.3,25737.6,-1900.0,29,166,1111
0,6305.26,4342.0,-2608.0,17,100,270
4,23173.3,516224.0,-11555.7,138,540,18067
3,5055.19,3249.8,-1158.08,35,71,249
2,6329.23,7320.94,-1617.07,51,93,545
3,24128.5,279957.0,-13400.0,64,540,8870
3,7397.18,14879.8,-2771.1,78,134,970
3,4986.74,3178.44,-1128.08,38,71,249
3,8766.46,26176.9,-2050.0,25,156,1364
3,8353.16,9894.1,-2370.49,21,123,621
2,7221.03,9289.35,-3192.86,15,138,554
5,12452.9,71412.6,-5628.32,28,262,3211
3,5237.35,3157.56,-1085.28,38,71,249
4,11158.8,39647.6,-3980.49,101,205,1751
3,14329.4,58233.7,-5750.0,40,215,2188
4,13194.6,81092.0,-4230.0,54,272,3539
5,7558.99,7511.58,-1780.0,157,109,486
3,14539.1,141501.0,-5480.0,44,315,5844
0,23961.3,354096.0,-15114.0,116,561,11745
3,11062.5,85192.7,-2960.0,19,220,3450
5,9448.28,38130.8,-3808.5,41,180,2054
0,9017.84,20768.0,-3656.0,41,165,1024
2,5797.85,4268.28,-1552.03,122,88,318
0,23164.1,626764.0,-10352.0,115,484,9688
0,8072.84,30931.0,-3057.0,12,158,1580
5,8622.52,37689.6,-3932.59,53,180,2054
2,12075.6,36356.0,-2900.0,29,234,1581
0,13184.9,181069.0,-6692.0,40,277,7201
0,15180.4,122375.0,-8474.0,35,319,5119
5,11562.4,48079.4,-1410.0,27,166,1414
1,11536.9,68785.0,-5209.83,145,247,3373
3,8548.76,24902.6,-3248.58,29,157,1519
3,9492.75,39256.8,-2970.0,21,196,1885
0,11855.9,104601.0,-5846.0,34,262,4623
2,10280.7,42748.7,-1570.0,53,223,2059
3,9764.24,42738.6,-3052.6,97,159,2181
2,2751.72,63.3573,-455.0,6,33,5
4,7674.0,8013.07,-1030.0,20,111,453
4,5614.79,3414.74,-2430.0,20,86,205
0,5772.69,4598.0,-1821.0,109,85,342
2,15365.0,115567.0,-3860.0,54,271,4426
4,10336.5,37402.5,-3811.3,34,193,2118
0,22302.8,539834.0,-14014.0,86,582,17882
3,13799.6,90961.7,-4830.0,48,254,3885
0,7492.75,9478.59,-3142.1,94,130,490
3,14637.5,139653.0,-4240.0,42,315,5844
4,5245.38,4512.69,-644.0,9,79,317
4,7124.67,9278.52,-3136.08,15,138,554
3,10619.0,85260.6,-2660.0,22,220,3450
0,18705.1,267599.0,-10496.0,36,396,9400
0,14451.4,74148.0,-5885.0,42,291,3217
2,5820.1,7524.57,-1888.65,75,104,457
0,17068.8,178744.0,-9938.0,296,381,6978
4,8840.38,28729.4,-3420.37,33,179,1626
3,9906.96,10780.6,-2400.0,38,154,587
0,17228.7,230844.0,-8095.0,94,419,8352
0,8546.7,11175.0,-3806.0,62,171,620
3,13213.6,79811.6,-5450.0,58,272,3539
4,6919.3,4087.83,-2350.43,71,101,249
4,20322.7,249718.0,-10400.0,61,540,8870
4,8034.49,16553.2,-2825.42,79,142,844
0,8267.63,27280.0,-5304.0,122,159,1628
0,12225.9,52519.9,-7039.07,43,288,2334
0,12604.9,41364.0,-6067.0,42,280,1938
0,17573.4,268551.0,-10935.0,63,481,9959
2,6825.99,5346.56,-1790.0,8,79,292
4,9978.71,38242.1,-3560.61,41,180,2054
2,12055.1,34441.2,-1980.0,22,234,1581
4,20931.1,183794.0,-4590.0,73,403,6746
4,22429.2,406787.0,-8510.0,57,473,14125
4,9376.99,28721.3,-3381.25,33,179,1626
2,5461.83,4349.85,-1880.0,15,79,292
3,15798.2,115111.0,-5340.0,55,271,4426
0,8942.5,39996.0,-3736.0,37,181,2181
0,7314.27,9436.0,-2997.0,11,140,554
4,2408.51,50.0457,-567.0,92,33,5
4,5641.47,7183.05,-1674.76,52,93,545
3,16803.1,175455.0,-6740.0,82,403,6746
2,10756.5,69622.4,-5440.91,131,247,3373
0,23082.5,309652.0,-12776.0,91,482,9834
3,11321.1,85817.3,-3910.0,20,220,3450
4,9612.66,23616.5,-897.0,18,166,1111
3,21499.4,465709.0,-12700.0,80,483,15505
0,12260.4,39182.0,-4420.0,33,236,1813
0,18588.3,232299.0,-12288.0,95,437,7837
0,9333.64,25863.0,-5669.0,34,200,1468
3,12271.5,52969.3,-3290.0,104,224,2192
2,11764.8,74748.4,-4980.0,31,249,3630
3,8485.72,13431.2,-2838.9,11,148,729
2,21456.9,409991.0,-9310.0,56,473,14125
0,7355.22,11978.0,-2116.0,35,128,769
2,6425.64,13424.5,-1597.91,16,96,804
2,17718.0,163265.0,-7354.62,78,352,6744
4,12282.8,46748.0,-1450.0,47,223,2059
0,14333.8,235068.0,-6996.0,58,349,9396
0,27622.6,437696.0,-12120.0,34,376,6518
0,11265.7,60754.0,-5331.0,138,232,2602
2,12850.1,74233.4,-159.0,25,249,3630
4,9462.34,16404.4,-2979.67,81,172,973
0,10098.7,43197.0,-4534.0,46,190,2318
2,12854.2,115837.0,-1970.0,44,235,4905
4,5927.07,4325.65,-1183.91,18,72,340
4,16616.2,200678.0,-9370.0,42,390,7459
3,13118.1,90940.7,-4040.0,45,254,3885
0,11157.9,39520.0,-6475.0,56,214,1931
5,25518.3,479263.0,-11700.0,54,483,15505
0,12282.0,67246.0,-4383.0,63,249,2903
3,9596.96,52031.6,-3070.0,43,188,2599
2,7444.32,9535.62,-2467.9,13,123,621
0,13561.0,144015.0,-4957.24,40,248,5018
4,8396.6,12233.2,-2765.3,80,136,619
0,14941.2,86906.0,-7672.0,76,299,3801
0,11086.0,45950.0,-4715.0,28,206,2194
3,11751.8,52284.9,-4160.0,20,216,2677
3,13579.3,142646.0,-6213.24,167,308,6057
2,10544.3,38120.2,-4218.68,97,205,1751
1,6011.7,4775.39,-919.0,23,85,343
0,10241.5,34794.0,-4704.0,151,205,1637
5,7888.73,4883.07,-2551.8,25,131,271
2,3904.15,1452.75,-966.672,42,52,133
4,10235.5,38842.4,-4072.43,30,193,2118
0,26414.4,757543.0,-15116.0,90,629,18498
3,5097.85,1646.18,-755.785,37,52,133
0,5004.54,1073.0,-937.0,14,66,87
4,12692.9,54873.3,-2760.0,58,224,2192
3,25132.5,470341.0,-13200.0,45,483,15505
5,3430.09,1969.8,-616.39,7,43,161
5,14003.6,47926.5,-5715.97,76,273,2061
0,8649.42,21504.0,-3789.0,18,154,1201
4,7610.95,9130.35,-1020.0,22,102,516
3,15150.5,60381.5,-5080.0,34,215,2188
4,20159.3,197060.0,-4780.0,81,403,6746
0,13652.0,165927.0,-7525.0,76,321,7208
4,8750.62,11283.2,-3195.81,46,156,654
4,9450.85,25682.7,-3380.14,36,174,1415
5,11716.8,61673.8,-4446.68,127,237,2672
1,5927.07,5113.75,-1470.0,24,85,343
0,18165.5,204814.0,-8886.0,24,374,7459
4,8733.32,13336.5,-2469.27,17,132,806
3,13781.5,50910.6,-3340.0,40,234,2464
5,9515.33,30625.6,-3239.88,120,171,1747
5,9006.17,37489.1,-3703.48,49,180,2054
2,10142.7,10457.2,-2180.0,36,154,587
0,9928.82,49921.0,-3879.0,30,216,2601
2,6679.29,13292.9,-1564.25,16,96,804
0,3691.12,1410.5,-1066.76,39,52,133
3,8618.63,25035.6,-3166.78,32,157,1519
4,25758.1,277467.0,-10900.0,68,540,8870
4,17010.5,111172.0,-5440.0,42,322,4619
5,8949.81,28996.3,-3378.1,35,179,1626
0,9404.98,25456.0,-3827.0,32,223,1317
3,7288.54,14178.6,-2340.81,88,120,809
1,2518.96,51.3272,-523.0,6,33,5
0,12224.0,62391.0,-6441.0,26,238,2679
3,6155.14,10204.3,-4030.0,26,109,689
4,22021.4,516401.0,-11620.2,147,540,18067
2,8292.89,11997.5,-2546.58,82,128,693
0,9015.47,27283.0,-3705.0,392,176,1571
0,15553.3,145531.0,-8265.0,45,345,5640
3,8528.63,21168.9,-306.0,31,166,1111
0,4746.93,2021.0,-1375.0,8,60,148
5,9626.08,52132.7,-2760.0,53,188,2599
3,14406.8,143278.0,-6069.13,166,308,6057
3,10594.9,85411.9,-2490.0,22,220,3450
0,15785.5,123102.0,-8574.0,100,317,4724
2,2435.41,60.9691,-469.0,96,33,5
4,8851.88,17191.0,-2678.59,81,142,844
3,10694.2,37905.5,-4176.08,128,205,1751
0,16374.5,214421.0,-11567.0,154,390,8347
0,29586.5,849315.0,-14655.0,70,568,18272
0,6008.03,4506.0,-2124.0,14,101,317
